path,true_label,read_ok,read_error,width,height,brightness_mean,brightness_std,saturation_mean,saturation_std,contrast,dark_pixel_ratio,bright_pixel_ratio,low_saturation_ratio,edge_density,laplacian_variance,dhash,exact_dhash_group_size,near_duplicate_group_size,near_duplicate_group_id
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00021.jpg,cloudy,1,,224,224,116.577846,51.687123,73.843810,54.400112,51.687123,0.177017,0.098872,0.333167,0.093092,615.997978,21638624120d1302,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00022.jpg,cloudy,1,,224,224,107.549267,51.705633,110.657246,64.650004,51.705633,0.283283,0.063616,0.115195,0.130381,846.916174,b9769cc363cce0a8,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00023.jpg,cloudy,1,,224,224,124.631956,64.049273,132.123964,89.360651,64.049273,0.219089,0.222656,0.137496,0.066984,696.702684,70f2a2e6e8d4d88a,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00024.jpg,cloudy,1,,224,224,165.935088,50.278760,54.012795,29.548828,50.278760,0.077049,0.319535,0.237384,0.075773,611.702391,8c6ce5c4e4e4f8a8,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00025.jpg,cloudy,1,,224,224,113.190888,34.744180,104.669663,62.836603,34.744180,0.000020,0.021624,0.207250,0.035894,126.972943,66061919b6c868a0,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00026.jpg,cloudy,1,,224,224,148.229731,63.146809,24.045779,21.037360,63.146809,0.183893,0.345564,0.820472,0.007514,39.421335,060c486041d8c905,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00027.jpg,cloudy,1,,224,224,141.002810,77.334749,96.203245,84.749723,77.334749,0.267997,0.451650,0.345265,0.080277,735.411548,e6ccd8e18184ccaa,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00028.jpg,cloudy,1,,224,224,102.939493,40.870562,113.696747,87.225048,40.870562,0.151168,0.013273,0.385922,0.062640,542.350573,8cf8f8fbf0e0822c,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00029.jpg,cloudy,1,,224,224,157.512934,82.562467,100.342036,95.514861,82.562467,0.208048,0.475805,0.441546,0.135164,1450.544998,d2e6ece8fcdcd8b4,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00030.jpg,cloudy,1,,224,224,112.849589,70.143526,65.762337,46.456454,70.143526,0.378966,0.160336,0.272820,0.037568,533.468118,84e4f8fcf8cccc85,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00031.jpg,cloudy,1,,224,224,87.251913,63.400639,90.421596,39.335760,63.400639,0.494499,0.041952,0.018296,0.064652,802.961144,30b0e0f8fc3ce800,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00032.jpg,cloudy,1,,224,224,133.363580,63.081263,76.764290,49.454307,63.081263,0.158382,0.260284,0.198003,0.084403,948.734717,96a5c19cd84442a3,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00033.jpg,cloudy,1,,224,224,191.885882,49.079227,30.037867,29.409501,49.079227,0.081194,0.689353,0.639688,0.039381,419.489857,cf8ece0c94b4d08b,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00034.jpg,cloudy,1,,224,224,135.592235,57.424684,50.147780,25.938727,57.424684,0.179488,0.162468,0.262337,0.039860,313.537047,efb7f7fedfdababe,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00035.jpg,cloudy,1,,224,224,113.309869,65.197203,80.126614,70.999247,65.197203,0.329819,0.133590,0.418048,0.160216,1971.474789,084054765664c1c4,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00036.jpg,cloudy,1,,224,224,153.230768,55.203664,86.551997,70.956209,55.203664,0.114098,0.281469,0.364198,0.073481,670.635344,58ac9cb8cac4cc96,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00037.jpg,cloudy,1,,224,224,154.670879,51.455328,46.610471,32.700082,51.455328,0.096839,0.256876,0.425283,0.059550,289.666273,88e533d7708cf1b2,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00038.jpg,cloudy,1,,224,224,145.389489,43.472501,100.621373,68.374394,43.472501,0.000000,0.137795,0.172573,0.040278,107.604448,8f0f472c1d316622,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00039.jpg,cloudy,1,,224,224,138.884287,33.001432,59.642837,31.350118,33.001432,0.000319,0.066048,0.220125,0.049247,119.168882,c34cb08cececfcfe,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00040.jpg,cloudy,1,,224,224,122.206932,50.789735,66.115095,35.628240,50.789735,0.148597,0.085878,0.188915,0.078404,424.217860,858190819cccf1dc,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00041.jpg,cloudy,1,,224,224,119.489696,68.425175,116.630281,76.584047,68.425175,0.267837,0.236966,0.227539,0.130640,1195.345970,d9992f4f339e5f91,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00042.jpg,cloudy,1,,224,224,95.418248,46.306142,27.931999,25.458713,46.306142,0.307119,0.031370,0.740214,0.047313,218.128584,31791b1f161ca0a0,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00043.jpg,cloudy,1,,224,224,137.566904,48.260807,135.806521,90.154232,48.260807,0.000239,0.143953,0.123047,0.076152,182.666548,6c66e37238f09258,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00044.jpg,cloudy,1,,224,224,130.140884,74.318229,93.924884,53.758912,74.318229,0.234156,0.275530,0.042451,0.153061,2245.764586,f4e4e4e6f8f27870,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00045.jpg,cloudy,1,,224,224,111.729731,68.246082,23.203364,23.079459,68.246082,0.371652,0.129763,0.795819,0.118443,1380.354966,f0f0903174646047,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00046.jpg,cloudy,1,,224,224,112.492606,55.233508,72.816008,51.777652,55.233508,0.287608,0.056700,0.108000,0.152105,1652.930150,e6e6ec5b1d8d55a3,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00047.jpg,cloudy,1,,224,224,114.448840,54.234534,113.988142,71.521561,54.234534,0.263712,0.079301,0.126335,0.122469,1114.264226,f0acfc311f5c7023,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00048.jpg,cloudy,1,,224,224,169.071867,63.704657,31.926957,23.119800,63.704657,0.095125,0.409239,0.623246,0.090780,1070.010344,e4b4e7c7c7c5c087,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00049.jpg,cloudy,1,,224,224,148.567662,56.124574,111.078703,79.023198,56.124574,0.024055,0.244958,0.124243,0.038086,173.016503,23e9e3e6ece8e0e0,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00050.jpg,cloudy,1,,224,224,122.963329,59.758370,41.817682,32.954011,59.758370,0.237026,0.160874,0.489776,0.162070,1190.643848,f22d16064f8d9c09,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00051.jpg,cloudy,1,,224,224,166.985710,33.018153,76.317482,38.393780,33.018153,0.001933,0.257932,0.118583,0.031868,364.642936,d9d83c88266a8810,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00052.jpg,cloudy,1,,224,224,152.022321,79.825631,32.501834,47.145329,79.825631,0.267020,0.486846,0.725128,0.011480,45.471303,e0c0c080e0e8c840,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00053.jpg,cloudy,1,,224,224,141.374781,51.647952,41.142718,22.055684,51.647952,0.082310,0.186344,0.382474,0.142658,859.158359,4ed23aa23a4c4d07,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00054.jpg,cloudy,1,,224,224,128.923390,50.110476,130.839485,74.628691,50.110476,0.108239,0.123764,0.157167,0.086695,638.766200,a04832e48dbf9894,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00055.jpg,cloudy,1,,224,224,153.302455,60.963856,31.271484,39.272532,60.963856,0.102340,0.402942,0.711854,0.178372,2486.160570,eafc1c58f07f1b9d,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00056.jpg,cloudy,1,,224,224,156.580437,62.667756,23.494061,18.725317,62.667756,0.117646,0.469328,0.838489,0.159718,1654.332043,beb89383c3c1c059,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00057.jpg,cloudy,1,,224,224,144.773916,56.517236,38.281110,35.249449,56.517236,0.111787,0.212811,0.538325,0.036990,228.829556,f1f1f17078ecbef0,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00058.jpg,cloudy,1,,224,224,119.629205,55.747537,81.892638,44.060012,55.747537,0.213070,0.127850,0.116390,0.165757,1260.888804,83e3ad9a6929288c,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00059.jpg,cloudy,1,,224,224,154.787229,86.755389,67.817203,49.965358,86.755389,0.259068,0.600367,0.165657,0.089047,939.777722,5b399589c8f1f1f8,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00060.jpg,cloudy,1,,224,224,91.573501,32.521928,57.459323,50.372315,32.521928,0.164481,0.011559,0.441207,0.055903,401.020484,f4f800c91ef4f5e2,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00061.jpg,cloudy,1,,224,224,126.794723,49.130515,142.189035,79.401510,49.130515,0.092554,0.125299,0.129086,0.128388,985.065901,334d4c01229e4d93,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00062.jpg,cloudy,1,,224,224,108.369340,50.602670,122.700733,75.388506,50.602670,0.229373,0.071369,0.148597,0.135284,1189.785841,cee3229d8bccd58f,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00063.jpg,cloudy,1,,224,224,116.968013,51.902152,76.401008,62.996452,51.902152,0.183693,0.085898,0.383550,0.071728,683.240836,c9f7033032460a8b,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00064.jpg,cloudy,1,,224,224,142.979971,49.014888,73.787926,43.527463,49.014888,0.126395,0.079381,0.177814,0.106545,1116.852864,e0e4b04c0ea9aa88,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00065.jpg,cloudy,1,,224,224,135.906310,61.005070,67.786731,44.186081,61.005070,0.217694,0.203205,0.268495,0.098593,1000.016680,243c6c2c1953bcb3,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00066.jpg,cloudy,1,,224,224,166.389589,66.677145,84.739915,81.924350,66.677145,0.132175,0.530273,0.392160,0.091976,936.489118,4ca44d039a9ced8a,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00067.jpg,cloudy,1,,224,224,119.281250,64.141366,75.553013,56.423880,64.141366,0.282007,0.126056,0.267857,0.115035,990.839280,cf9fdf9f4fd570b2,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00068.jpg,cloudy,1,,224,224,148.987345,55.831895,127.510104,94.069255,55.831895,0.096879,0.289939,0.254703,0.123346,868.109312,424247d00aced99b,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00069.jpg,cloudy,1,,224,224,134.932219,59.919424,114.881178,93.817292,59.919424,0.154377,0.193638,0.311244,0.087333,832.845957,d4db5f2755c7ccb1,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00070.jpg,cloudy,1,,224,224,135.338429,64.935911,95.600207,77.995835,64.935911,0.172333,0.296158,0.284638,0.118304,866.857934,33a24245c895c516,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00071.jpg,cloudy,1,,224,224,147.465900,64.780843,127.795261,85.360985,64.780843,0.176857,0.325275,0.162209,0.066825,578.388639,849cdacc05648080,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00072.jpg,cloudy,1,,224,224,149.570312,37.588930,107.761798,72.979300,37.588930,0.013831,0.125678,0.190549,0.049964,112.740460,def0e1e8d8f8e2e6,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00073.jpg,cloudy,1,,224,224,152.401905,57.916289,132.151228,82.145160,57.916289,0.081294,0.321468,0.109515,0.099849,658.730719,c2dc9cccc0c0c088,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00074.jpg,cloudy,1,,224,224,109.052276,67.727994,109.346999,80.821930,67.727994,0.435527,0.079420,0.187002,0.061942,779.563730,0d0ca07cc81c5c26,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00075.jpg,cloudy,1,,224,224,118.618124,50.517608,118.312440,43.686855,50.517608,0.144073,0.109415,0.009626,0.200016,1876.056181,90180b8dcdf9ca86,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00076.jpg,cloudy,1,,224,224,127.220524,49.812821,101.011460,54.090062,49.812821,0.122369,0.106326,0.083327,0.132254,1105.590102,2e0f467178cd5389,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00077.jpg,cloudy,1,,224,224,131.996233,65.959156,122.418706,81.145700,65.959156,0.247489,0.240693,0.150231,0.116649,963.725983,1c85c766e7e6c687,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00078.jpg,cloudy,1,,224,224,113.808534,47.187926,114.393037,68.541098,47.187926,0.174207,0.039900,0.040577,0.074000,586.672430,0c2de5430f0cc19e,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00079.jpg,cloudy,1,,224,224,141.342335,40.160475,112.174924,61.501907,40.160475,0.017140,0.125678,0.074498,0.076032,265.766417,9ccc9cd0b0f61cad,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00080.jpg,cloudy,1,,224,224,166.560587,39.608147,93.883909,69.320891,39.608147,0.000000,0.279317,0.227798,0.069057,200.680226,1821e5a180102088,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00081.jpg,cloudy,1,,224,224,129.513612,63.195684,62.115613,60.741518,63.195684,0.224410,0.240274,0.476622,0.137596,1316.918959,cc85a75959cb8512,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00082.jpg,cloudy,1,,224,224,98.000698,36.964041,128.056900,65.850239,36.964041,0.192184,0.001375,0.071608,0.074597,653.414143,f5e7b3d478648084,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00083.jpg,cloudy,1,,224,224,139.803512,54.463001,60.456174,31.101896,54.463001,0.126953,0.182916,0.096859,0.049745,288.133393,7074f870bcdc78f8,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00084.jpg,cloudy,1,,224,224,119.964644,66.181431,96.402702,53.644846,66.181431,0.231963,0.230409,0.072943,0.071608,688.832076,2898dce9e0d0d898,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00085.jpg,cloudy,1,,224,224,140.894412,56.496455,75.997648,78.877676,56.496455,0.153579,0.209662,0.463289,0.092634,813.109870,059be363e860841d,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00086.jpg,cloudy,1,,224,224,145.268754,45.956977,78.056820,65.724701,45.956977,0.004584,0.201710,0.384666,0.068359,204.832586,cba7e7676b29a6b2,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00087.jpg,cloudy,1,,224,224,154.020448,52.293835,56.128827,43.096908,52.293835,0.081593,0.299825,0.426060,0.047832,392.685207,8eeae9574794f8b5,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00088.jpg,cloudy,1,,224,224,147.923390,55.800324,29.253209,29.001001,55.800324,0.125279,0.184331,0.734016,0.081314,905.515330,f3fffff8fbfb7e9b,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00089.jpg,cloudy,1,,224,224,111.650949,77.580171,97.391004,60.703153,77.580171,0.395488,0.229293,0.174366,0.117526,1307.101854,fcece8f8c0ccd8a9,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00090.jpg,cloudy,1,,224,224,133.266362,44.692979,96.406768,69.163964,44.692979,0.043626,0.111448,0.157047,0.035575,351.344028,befafdf2cae0fcf4,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00091.jpg,cloudy,1,,224,224,142.986288,43.741594,99.938198,47.179775,43.741594,0.080835,0.101702,0.059192,0.093830,734.988422,e3f1f1b1e1c1c393,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00092.jpg,cloudy,1,,224,224,166.682956,84.273946,46.852220,65.343787,84.273946,0.216956,0.609395,0.630879,0.086217,722.269577,a60ac86e20b1ab2c,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00093.jpg,cloudy,1,,224,224,97.909698,39.981645,136.993005,59.295559,39.981645,0.215900,0.017379,0.005321,0.085658,662.751416,cfbcf06af0e0d482,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00094.jpg,cloudy,1,,224,224,134.031629,60.802033,104.389170,85.280778,60.802033,0.161830,0.259487,0.315649,0.114437,865.456171,8bf2fdd959c2e98b,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00095.jpg,cloudy,1,,224,224,141.412010,50.709751,101.199119,73.730113,50.709751,0.117965,0.161631,0.212592,0.085100,640.686313,d6cc4c4d1bbb6497,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00096.jpg,cloudy,1,,224,224,101.815948,58.143655,111.809351,71.696444,58.143655,0.319236,0.097058,0.121532,0.106047,936.413328,effff57068667292,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00097.jpg,cloudy,1,,224,224,86.167570,27.714341,58.239537,36.656927,27.714341,0.159080,0.000000,0.145069,0.006537,58.376255,f2faf2bab0f898f0,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00098.jpg,cloudy,1,,224,224,96.309770,33.353382,22.868941,12.953090,33.353382,0.062241,0.009566,0.828205,0.019551,147.290570,3b9fc7e0e0cc3e14,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00099.jpg,cloudy,1,,224,224,116.290418,48.514106,145.160037,68.737685,48.514106,0.181581,0.057318,0.027702,0.088489,232.911021,c0f0d1d498b0b0c0,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00100.jpg,cloudy,1,,224,224,109.171596,52.330649,102.570611,97.557153,52.330649,0.198461,0.044503,0.390605,0.050044,126.541850,9c60ccdcd201d8c0,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00101.jpg,cloudy,1,,224,224,150.230230,36.160038,22.175124,16.212719,36.160038,0.041016,0.044503,0.935467,0.007773,31.173175,08001098f0f0f81b,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00102.jpg,cloudy,1,,224,224,143.428691,52.083690,82.385523,62.897203,52.083690,0.088708,0.240414,0.274992,0.088588,688.382390,ccf918b03ce8e0b2,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00103.jpg,cloudy,1,,224,224,110.472238,42.067417,17.924845,27.436779,42.067417,0.146724,0.012277,0.834423,0.019651,89.090601,ff1e38ebfcf8f094,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00104.jpg,cloudy,1,,224,224,117.584323,57.595699,94.596700,61.831056,57.595699,0.237165,0.123744,0.222676,0.048908,325.647011,c7f6dc2cf416264e,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00105.jpg,cloudy,1,,224,224,178.732083,27.544205,11.170261,4.887654,27.544205,0.002591,0.385204,0.999860,0.006637,68.334122,f4f0f8f8f1f3f3b2,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00106.jpg,cloudy,1,,224,224,145.038245,71.503806,111.610292,68.686163,71.503806,0.201272,0.404197,0.120137,0.159618,1319.162815,f1ff7b5f7e7a3c1e,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00107.jpg,cloudy,1,,224,224,138.335001,31.858409,107.105250,37.630701,31.858409,0.016303,0.000000,0.000000,0.086894,483.339764,98b860e0f0a8a0c0,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00108.jpg,cloudy,1,,224,224,146.687699,70.146467,90.859415,83.125554,70.146467,0.188437,0.419045,0.443658,0.061105,628.943328,1eb9b54162f60482,1,1,
datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00109.jpg,cloudy,1,,224,224,129.164880,70.731233,29.138891,32.434471,70.731233,0.250618,0.250698,0.800403,0.172194,3626.636364,f1e0cc87c8935d6a,1,1,
