group_type,group_id,group_size,train_count,val_count,split_leak,cross_label,val_error_count,labels,val_paths,train_paths
exact_dhash,0f17c3e3ec7c92dc,5,5,0,0,0,0,cloudy:5,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00581.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_01084.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_02059.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_02078.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_02162.jpg
exact_dhash,1000008080800000,6,6,0,0,0,0,sunny:6,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_00968.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01713.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01805.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01872.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01902.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01907.jpg
exact_dhash,100888503cf8c0c0,2,0,2,0,0,0,cloudy:2,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_01179.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_01217.jpg,
exact_dhash,113333d4d4e0d040,2,2,0,0,0,0,sunny:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_00619.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01897.jpg
exact_dhash,133333d45460f0c0,2,2,0,0,0,0,sunny:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_00669.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01826.jpg
exact_dhash,139392dcecb80ee4,2,2,0,0,0,0,sunny:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01321.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01810.jpg
exact_dhash,17a3e2f2c17c7b7c,2,0,2,0,0,0,sunny:2,datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01022.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01878.jpg,
exact_dhash,1b3cca8e2d11c761,3,3,0,0,0,0,rainy:3,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/rainy/rainy_00300.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/rainy/rainy_00429.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/rainy/rainy_00442.jpg
exact_dhash,1c0c0e0608032ae5,2,2,0,0,0,0,sunny:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01755.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01925.jpg
exact_dhash,20c1c796f4b87079,2,2,0,0,0,0,cloudy:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00616.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_02053.jpg
exact_dhash,23f25e9880f1a32f,3,3,0,0,0,0,cloudy:3,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00993.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_01349.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_02183.jpg
exact_dhash,29e16b4ecc7120c0,2,2,0,0,0,0,cloudy:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00497.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00945.jpg
exact_dhash,2c2b3632868ebce5,2,2,0,0,0,0,cloudy:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00803.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_01198.jpg
exact_dhash,2c9c9ccd8ebc1ee9,2,2,0,0,0,0,sunny:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01080.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01893.jpg
exact_dhash,2e080850040002c1,2,0,2,0,0,0,cloudy:2,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_01564.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_02087.jpg,
exact_dhash,2e180c62684130ec,2,0,2,0,0,0,cloudy:2,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_01036.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_02142.jpg,
exact_dhash,30303016acdcede1,2,2,0,0,0,0,cloudy:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00551.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_02041.jpg
exact_dhash,3034858183c4f16e,2,2,0,0,0,0,cloudy:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_01671.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_02009.jpg
exact_dhash,32b2c29048a8e0a8,3,3,0,0,0,0,cloudy:3,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_01268.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_01981.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_02107.jpg
exact_dhash,33b2d471f0298e8c,2,2,0,0,0,0,sunny:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_00932.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01948.jpg
exact_dhash,381898b8ce64656e,2,2,0,0,0,0,sunny:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_00541.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01952.jpg
exact_dhash,3e38acdc9e8af374,2,2,0,0,0,0,cloudy:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00650.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_02160.jpg
exact_dhash,400786312dc16984,2,2,0,0,0,0,cloudy:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_01957.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_02179.jpg
exact_dhash,404040687a667ce0,2,0,2,0,0,0,cloudy:2,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00578.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_01315.jpg,
exact_dhash,40878f8df44cc282,2,0,2,0,0,0,cloudy:2,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00501.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_01282.jpg,
exact_dhash,442cb8383962d078,2,2,0,0,0,0,cloudy:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_02060.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_02158.jpg
exact_dhash,4828ccccc4e0a4cc,3,3,0,0,0,0,sunny:3,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01144.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01855.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01899.jpg
exact_dhash,50233b0b1f9699e1,2,2,0,0,0,0,cloudy:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00588.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_01022.jpg
exact_dhash,56d0c4e4f0d3e676,2,2,0,0,0,0,cloudy:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00488.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_01782.jpg
exact_dhash,5c3bf0d8cc1c9877,2,2,0,0,0,0,cloudy:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_01152.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_02043.jpg
exact_dhash,5c5860c68478d0c6,3,0,3,0,0,0,cloudy:3,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00682.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_01498.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_02039.jpg,
exact_dhash,5f1f8f7cfc82fcc9,2,2,0,0,0,0,sunny:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01291.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01901.jpg
exact_dhash,6152da95a5b8fcf8,2,2,0,0,0,0,cloudy:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00611.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_02117.jpg
exact_dhash,61d828eacce9efaf,2,2,0,0,0,0,cloudy:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_01409.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_02064.jpg
exact_dhash,61e36b4ecc502010,2,2,0,0,0,0,cloudy:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_01473.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_02081.jpg
exact_dhash,64dac68d0d273692,2,2,0,0,0,0,cloudy:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_01379.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_02154.jpg
exact_dhash,66cc8e8c1c3c9910,2,2,0,0,0,0,cloudy:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_02054.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_02105.jpg
exact_dhash,67eed878e8e060c0,2,2,0,0,0,0,cloudy:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00777.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_02098.jpg
exact_dhash,7060f07060646070,2,2,0,0,0,0,sunny:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01718.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01889.jpg
exact_dhash,70c868e8e0e0e072,2,2,0,0,0,0,sunny:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_00353.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01910.jpg
exact_dhash,70f0f1c9f0a01263,2,2,0,0,0,0,sunny:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01769.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01820.jpg
exact_dhash,729ab0b4b2b2e8b0,2,2,0,0,0,0,cloudy:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00932.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_02036.jpg
exact_dhash,747038f0d450e0a0,2,0,2,0,0,0,cloudy:2,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_01436.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_02013.jpg,
exact_dhash,79caa63a1ae39cdd,2,2,0,0,0,0,sunny:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_00570.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01829.jpg
exact_dhash,7a3c5c74d6d6dada,2,2,0,0,0,0,sunny:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_00905.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01917.jpg
exact_dhash,7d7e7e7a3696d8c0,2,2,0,0,0,0,sunny:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_00367.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01886.jpg
exact_dhash,80609dc89e6ba8a4,2,2,0,0,0,0,cloudy:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_01205.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_02153.jpg
exact_dhash,8080808000839484,2,0,2,0,0,0,sunny:2,datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01233.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01841.jpg,
exact_dhash,808080c2c2c9c1ac,2,0,2,0,0,0,sunny:2,datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_00685.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01832.jpg,
exact_dhash,8080f0f878058707,2,2,0,0,0,0,cloudy:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_01975.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_02136.jpg
exact_dhash,80c0808e07869361,2,2,0,0,0,0,sunny:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01148.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01860.jpg
exact_dhash,80c0c0c0c4c0e9c1,2,2,0,0,0,0,sunny:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_00850.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01799.jpg
exact_dhash,80c0f0e0e0e0e2e0,2,2,0,0,0,0,sunny:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_00519.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01803.jpg
exact_dhash,80e8f0f8d858f4f4,2,0,2,0,0,0,cloudy:2,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00567.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00686.jpg,
exact_dhash,8488d0c004800484,2,2,0,0,0,0,sunny:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01833.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01951.jpg
exact_dhash,84c4cce4e0e0e081,2,2,0,0,0,0,cloudy:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_02062.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_02165.jpg
exact_dhash,8584808208b0a387,3,3,0,0,0,0,sunny:3,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_00571.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_00986.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01942.jpg
exact_dhash,87a535322638d0c4,2,2,0,0,0,0,cloudy:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00768.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_02073.jpg
exact_dhash,87c687e5e7f16832,2,0,2,0,0,0,cloudy:2,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_01098.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_02052.jpg,
exact_dhash,8c818022020000c0,2,0,2,0,0,0,sunny:2,datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_00301.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01956.jpg,
exact_dhash,8c8d0b2cd4d0b2e2,2,2,0,0,0,0,cloudy:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_01184.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_01959.jpg
exact_dhash,8ea8b4f2a24218dc,2,2,0,0,0,0,sunny:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_00789.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01924.jpg
exact_dhash,9138f8f1f4fefcf0,3,3,0,0,0,0,cloudy:3,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_01405.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_01987.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_02163.jpg
exact_dhash,9830a1020f0e060e,2,2,0,0,0,0,cloudy:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_01301.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_02003.jpg
exact_dhash,9979bcd8794858dc,2,2,0,0,0,0,cloudy:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00474.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_02132.jpg
exact_dhash,9c5cf1d8d8e4d3d3,3,3,0,0,0,0,cloudy:3,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00964.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_02063.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_02070.jpg
exact_dhash,9cfcac74bfd8ce97,2,2,0,0,0,0,sunny:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01374.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01843.jpg
exact_dhash,9fe7cc8c80cd61f0,2,2,0,0,0,0,cloudy:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_01309.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_02045.jpg
exact_dhash,a05898b0e2ce5e14,2,2,0,0,0,0,sunny:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01593.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01838.jpg
exact_dhash,a1e1e04c0ce2c2e0,2,2,0,0,0,0,cloudy:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_01145.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_01970.jpg
exact_dhash,a296c1f0f0e0e0f0,2,2,0,0,0,0,cloudy:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_01363.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_02004.jpg
exact_dhash,b0e3e7f4e4fff8f0,2,0,2,0,0,0,sunny:2,datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01712.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01818.jpg,
exact_dhash,b6bffcec6ce8682b,2,2,0,0,0,0,cloudy:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_01193.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_01332.jpg
exact_dhash,b9b1cace8eacaaa8,2,2,0,0,0,0,cloudy:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_01211.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_01990.jpg
exact_dhash,bcde8ecae4d890d2,2,2,0,0,0,0,sunny:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_00785.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01911.jpg
exact_dhash,bcfcf144c5cd9905,2,2,0,0,0,0,cloudy:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_01808.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_02068.jpg
exact_dhash,c0c040c0e0e0e0d4,2,2,0,0,0,0,sunny:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_00599.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01957.jpg
exact_dhash,c0c0c0c00000048a,2,2,0,0,0,0,sunny:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01768.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01903.jpg
exact_dhash,c0c0c0c0c0d0ac2e,2,2,0,0,0,0,sunny:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_00408.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01941.jpg
exact_dhash,c0c0e0b1edf15c7e,2,2,0,0,0,0,sunny:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_00898.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01959.jpg
exact_dhash,c0c1c5c1c0cc6068,2,2,0,0,0,0,sunny:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_00260.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01933.jpg
exact_dhash,c0c880c082b0f0fe,2,2,0,0,0,0,sunny:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_00543.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01870.jpg
exact_dhash,c0d09292dbd47038,2,2,0,0,0,0,cloudy:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00547.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_01201.jpg
exact_dhash,c0e05e3727fef0f8,2,0,2,0,0,0,cloudy:2,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00986.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_01739.jpg,
exact_dhash,c1c1c0c2c0c1e0d0,2,0,2,0,0,0,sunny:2,datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_00919.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01937.jpg,
exact_dhash,c48cce6369296b0f,2,2,0,0,0,0,cloudy:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_01029.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_02112.jpg
exact_dhash,c4929cd8d4d0d058,2,2,0,0,0,0,cloudy:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00575.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_01988.jpg
exact_dhash,c4c0c0c0c0c0c0c0,2,0,2,0,0,0,sunny:2,datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_00765.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01801.jpg,
exact_dhash,c4e495597febeddc,2,2,0,0,0,0,cloudy:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_01661.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_02180.jpg
exact_dhash,c5b6acae5eccd6de,2,2,0,0,0,0,cloudy:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00776.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_02076.jpg
exact_dhash,c5c64e1840c0c4c0,2,2,0,0,0,0,sunny:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01001.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/sunny/sunny_01919.jpg
exact_dhash,c669a29499f272f9,2,2,0,0,0,0,cloudy:2,,datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_00677.jpg; datasets/6a39ed934d7b489daf5f80a4-momodel/train/cloudy/cloudy_02012.jpg
